SeqID,subtype,distance_from_B,n_mutations,drug_class
112488,non-B,0.15151515151515152,15,PI
44044,B,0.030303030303030304,3,PI
614782,B_divergent,0.050505050505050504,5,PI
148117,B_divergent,0.050505050505050504,5,PI
40060,B_divergent,0.08080808080808081,8,PI
216621,B_divergent,0.0707070707070707,7,PI
112516,B_divergent,0.09090909090909091,9,PI
206435,B,0.04040404040404041,4,PI
58894,B_divergent,0.09090909090909091,9,PI
54176,B_divergent,0.08080808080808081,8,PI
614868,B,0.030303030303030304,3,PI
615300,B,0.04040404040404041,4,PI
52834,B_divergent,0.050505050505050504,5,PI
117083,B_divergent,0.09090909090909091,9,PI
38722,B_divergent,0.09090909090909091,9,PI
112375,non-B,0.12121212121212122,12,PI
614564,B,0.010101010101010102,1,PI
41281,non-B,0.1111111111111111,11,PI
145202,B_divergent,0.06060606060606061,6,PI
60647,non-B,0.15151515151515152,15,PI
112528,non-B,0.16161616161616163,16,PI
7414,non-B,0.13131313131313133,13,PI
44108,B,0.04040404040404041,4,PI
61091,B,0.020202020202020204,2,PI
61153,non-B,0.21212121212121213,21,PI
614562,non-B,0.2222222222222222,22,PI
145695,B,0.04040404040404041,4,PI
61159,B_divergent,0.050505050505050504,5,PI
172987,B,0.04040404040404041,4,PI
45069,B_divergent,0.050505050505050504,5,PI
45067,B_divergent,0.050505050505050504,5,PI
7439,non-B,0.10101010101010101,10,PI
614848,non-B,0.1919191919191919,19,PI
66810,non-B,0.13131313131313133,13,PI
614874,B,0.020202020202020204,2,PI
29053,B_divergent,0.0707070707070707,7,PI
112433,non-B,0.10101010101010101,10,PI
65115,B,0.030303030303030304,3,PI
68343,non-B,0.1111111111111111,11,PI
73554,non-B,0.1919191919191919,19,PI
73552,non-B,0.1717171717171717,17,PI
27094,B,0.04040404040404041,4,PI
614628,non-B,0.1717171717171717,17,PI
615502,non-B,0.13131313131313133,13,PI
117013,B,0.020202020202020204,2,PI
47953,non-B,0.10101010101010101,10,PI
27863,non-B,0.1111111111111111,11,PI
117141,non-B,0.15151515151515152,15,PI
117142,non-B,0.16161616161616163,16,PI
205691,non-B,0.1111111111111111,11,PI
98601,B_divergent,0.09090909090909091,9,PI
615182,non-B,0.12121212121212122,12,PI
86650,non-B,0.16161616161616163,16,PI
9742,B_divergent,0.0707070707070707,7,PI
148093,B,0.0,0,PI
148001,B_divergent,0.08080808080808081,8,PI
89036,non-B,0.13131313131313133,13,PI
117143,non-B,0.1414141414141414,14,PI
257951,B,0.030303030303030304,3,PI
148127,B,0.020202020202020204,2,PI
615270,B,0.030303030303030304,3,PI
46701,B_divergent,0.08080808080808081,8,PI
615130,B,0.04040404040404041,4,PI
117069,non-B,0.2727272727272727,27,PI
117073,B_divergent,0.050505050505050504,5,PI
40496,B,0.04040404040404041,4,PI
8085,B,0.04040404040404041,4,PI
615340,non-B,0.1414141414141414,14,PI
148063,B,0.010101010101010102,1,PI
65035,B,0.020202020202020204,2,PI
615530,B_divergent,0.0707070707070707,7,PI
148025,B,0.04040404040404041,4,PI
105312,non-B,0.2222222222222222,22,PI
205693,non-B,0.1919191919191919,19,PI
614698,non-B,0.16161616161616163,16,PI
259245,B,0.04040404040404041,4,PI
235697,B,0.030303030303030304,3,PI
206429,B_divergent,0.050505050505050504,5,PI
112928,non-B,0.16161616161616163,16,PI
68143,B_divergent,0.09090909090909091,9,PI
44084,B_divergent,0.050505050505050504,5,PI
614484,non-B,0.20202020202020202,20,PI
143334,non-B,0.1111111111111111,11,PI
61149,B,0.010101010101010102,1,PI
259267,B_divergent,0.06060606060606061,6,PI
615034,non-B,0.16161616161616163,16,PI
81788,B_divergent,0.050505050505050504,5,PI
81787,B,0.030303030303030304,3,PI
81789,B_divergent,0.050505050505050504,5,PI
116505,B,0.030303030303030304,3,PI
112468,B_divergent,0.0707070707070707,7,PI
112389,B_divergent,0.0707070707070707,7,PI
68210,B_divergent,0.0707070707070707,7,PI
61143,non-B,0.13131313131313133,13,PI
112510,B_divergent,0.0707070707070707,7,PI
116511,non-B,0.15151515151515152,15,PI
52830,B_divergent,0.050505050505050504,5,PI
60088,B_divergent,0.050505050505050504,5,PI
64487,B_divergent,0.06060606060606061,6,PI
81931,non-B,0.12121212121212122,12,PI
9706,B,0.020202020202020204,2,PI
143459,non-B,0.12121212121212122,12,PI
38828,B_divergent,0.08080808080808081,8,PI
112437,non-B,0.1717171717171717,17,PI
172986,B_divergent,0.06060606060606061,6,PI
145198,non-B,0.1111111111111111,11,PI
46703,B,0.020202020202020204,2,PI
615456,non-B,0.10101010101010101,10,PI
44104,B_divergent,0.06060606060606061,6,PI
5640,non-B,0.10101010101010101,10,PI
60467,B_divergent,0.08080808080808081,8,PI
60643,B,0.020202020202020204,2,PI
148005,B,0.010101010101010102,1,PI
90018,non-B,0.10101010101010101,10,PI
28222,B_divergent,0.050505050505050504,5,PI
614584,non-B,0.16161616161616163,16,PI
59344,non-B,0.1111111111111111,11,PI
4432,B,0.020202020202020204,2,PI
615046,non-B,0.13131313131313133,13,PI
65105,B,0.020202020202020204,2,PI
112492,non-B,0.15151515151515152,15,PI
4664,B_divergent,0.09090909090909091,9,PI
81843,non-B,0.1414141414141414,14,PI
44048,B,0.020202020202020204,2,PI
81915,B,0.030303030303030304,3,PI
79040,B_divergent,0.050505050505050504,5,PI
148087,B,0.0,0,PI
235717,B_divergent,0.050505050505050504,5,PI
112578,B_divergent,0.09090909090909091,9,PI
73701,B_divergent,0.0707070707070707,7,PI
81947,non-B,0.1414141414141414,14,PI
112520,non-B,0.15151515151515152,15,PI
197090,B,0.020202020202020204,2,PI
614760,B,0.04040404040404041,4,PI
109406,B,0.04040404040404041,4,PI
80984,non-B,0.1111111111111111,11,PI
148133,B,0.04040404040404041,4,PI
10539,B_divergent,0.050505050505050504,5,PI
90014,non-B,0.1717171717171717,17,PI
614970,non-B,0.15151515151515152,15,PI
46217,B_divergent,0.050505050505050504,5,PI
205688,B_divergent,0.0707070707070707,7,PI
53507,non-B,0.12121212121212122,12,PI
47985,non-B,0.10101010101010101,10,PI
145705,B,0.030303030303030304,3,PI
614794,B,0.030303030303030304,3,PI
615368,non-B,0.15151515151515152,15,PI
143455,B_divergent,0.09090909090909091,9,PI
82251,non-B,0.1111111111111111,11,PI
109450,B,0.0,0,PI
61111,B,0.030303030303030304,3,PI
105304,non-B,0.16161616161616163,16,PI
109422,B,0.030303030303030304,3,PI
116912,B_divergent,0.0707070707070707,7,PI
116515,B_divergent,0.050505050505050504,5,PI
45096,B_divergent,0.09090909090909091,9,PI
45095,B_divergent,0.0707070707070707,7,PI
38928,B_divergent,0.09090909090909091,9,PI
81871,non-B,0.15151515151515152,15,PI
145196,non-B,0.12121212121212122,12,PI
44102,B_divergent,0.08080808080808081,8,PI
65249,B,0.0,0,PI
60641,B,0.030303030303030304,3,PI
172988,B_divergent,0.08080808080808081,8,PI
61161,B,0.04040404040404041,4,PI
116513,non-B,0.12121212121212122,12,PI
112460,non-B,0.12121212121212122,12,PI
52832,B_divergent,0.08080808080808081,8,PI
45097,B_divergent,0.06060606060606061,6,PI
45098,B_divergent,0.06060606060606061,6,PI
614946,B,0.010101010101010102,1,PI
109424,B,0.030303030303030304,3,PI
61113,B,0.04040404040404041,4,PI
117011,non-B,0.13131313131313133,13,PI
81873,B,0.030303030303030304,3,PI
77711,non-B,0.1111111111111111,11,PI
56282,B,0.04040404040404041,4,PI
112582,non-B,0.16161616161616163,16,PI
46193,non-B,0.10101010101010101,10,PI
614722,B_divergent,0.08080808080808081,8,PI
81911,non-B,0.16161616161616163,16,PI
117145,non-B,0.13131313131313133,13,PI
197092,B_divergent,0.09090909090909091,9,PI
230072,non-B,0.24242424242424243,24,PI
87104,B_divergent,0.06060606060606061,6,PI
615248,B,0.04040404040404041,4,PI
27095,B_divergent,0.06060606060606061,6,PI
614828,non-B,0.15151515151515152,15,PI
614826,B,0.020202020202020204,2,PI
66673,B_divergent,0.09090909090909091,9,PI
57267,non-B,0.1111111111111111,11,PI
615206,non-B,0.16161616161616163,16,PI
27835,B_divergent,0.050505050505050504,5,PI
90016,non-B,0.16161616161616163,16,PI
143474,B_divergent,0.09090909090909091,9,PI
614528,non-B,0.1414141414141414,14,PI
115055,non-B,0.10101010101010101,10,PI
148023,B_divergent,0.050505050505050504,5,PI
81014,non-B,0.13131313131313133,13,PI
38874,B,0.04040404040404041,4,PI
75104,non-B,0.1111111111111111,11,PI
259203,B,0.020202020202020204,2,PI
112574,non-B,0.21212121212121213,21,PI
615084,B,0.010101010101010102,1,PI
197088,B_divergent,0.08080808080808081,8,PI
45059,B_divergent,0.0707070707070707,7,PI
45060,B_divergent,0.050505050505050504,5,PI
123037,non-B,0.20202020202020202,20,PI
116914,non-B,0.16161616161616163,16,PI
86676,non-B,0.16161616161616163,16,PI
45092,B,0.030303030303030304,3,PI
45094,B,0.04040404040404041,4,PI
54300,non-B,0.12121212121212122,12,PI
145687,B,0.04040404040404041,4,PI
614512,non-B,0.20202020202020202,20,PI
148119,B_divergent,0.050505050505050504,5,PI
615222,non-B,0.1111111111111111,11,PI
257941,B_divergent,0.06060606060606061,6,PI
54177,B_divergent,0.08080808080808081,8,PI
61109,B_divergent,0.06060606060606061,6,PI
109420,B,0.04040404040404041,4,PI
112512,non-B,0.1414141414141414,14,PI
155920,B_divergent,0.09090909090909091,9,PI
143457,non-B,0.13131313131313133,13,PI
145200,non-B,0.13131313131313133,13,PI
73538,B,0.020202020202020204,2,PI
615516,non-B,0.18181818181818182,18,PI
44106,B,0.030303030303030304,3,PI
60645,B_divergent,0.08080808080808081,8,PI
143332,non-B,0.15151515151515152,15,PI
51258,B_divergent,0.06060606060606061,6,PI
206439,B,0.030303030303030304,3,PI
615010,B,0.020202020202020204,2,PI
50667,B_divergent,0.08080808080808081,8,PI
146948,non-B,0.12121212121212122,12,PI
44086,B,0.04040404040404041,4,PI
73548,non-B,0.1414141414141414,14,PI
112393,non-B,0.15151515151515152,15,PI
112391,non-B,0.12121212121212122,12,PI
615026,B,0.030303030303030304,3,PI
198527,B_divergent,0.050505050505050504,5,PI
614986,B,0.030303030303030304,3,PI
614896,B,0.020202020202020204,2,PI
112863,non-B,0.15151515151515152,15,PI
68342,B_divergent,0.09090909090909091,9,PI
45086,B_divergent,0.08080808080808081,8,PI
45084,B_divergent,0.08080808080808081,8,PI
112470,non-B,0.15151515151515152,15,PI
45066,non-B,0.12121212121212122,12,PI
45065,B_divergent,0.0707070707070707,7,PI
61089,non-B,0.18181818181818182,18,PI
54187,B_divergent,0.0707070707070707,7,PI
61103,B,0.010101010101010102,1,PI
109414,B,0.030303030303030304,3,PI
112435,non-B,0.16161616161616163,16,PI
74950,B_divergent,0.06060606060606061,6,PI
65239,B,0.04040404040404041,4,PI
148003,B_divergent,0.0707070707070707,7,PI
614692,non-B,0.10101010101010101,10,PI
614690,B,0.04040404040404041,4,PI
112568,non-B,0.16161616161616163,16,PI
205692,B_divergent,0.09090909090909091,9,PI
113064,non-B,0.13131313131313133,13,PI
615348,non-B,0.15151515151515152,15,PI
614602,B,0.020202020202020204,2,PI
614728,non-B,0.10101010101010101,10,PI
12932,B,0.020202020202020204,2,PI
107991,non-B,0.1717171717171717,17,PI
123041,non-B,0.13131313131313133,13,PI
51019,B,0.030303030303030304,3,PI
112522,non-B,0.1414141414141414,14,PI
12936,B_divergent,0.050505050505050504,5,PI
7119,B,0.04040404040404041,4,PI
54301,B_divergent,0.09090909090909091,9,PI
614650,B_divergent,0.050505050505050504,5,PI
27093,B,0.030303030303030304,3,PI
57233,B_divergent,0.09090909090909091,9,PI
15742,non-B,0.1111111111111111,11,PI
11566,B_divergent,0.050505050505050504,5,PI
117077,non-B,0.1111111111111111,11,PI
615158,non-B,0.15151515151515152,15,PI
46190,B_divergent,0.08080808080808081,8,PI
74900,non-B,0.10101010101010101,10,PI
38742,non-B,0.10101010101010101,10,PI
235729,B,0.010101010101010102,1,PI
9733,B_divergent,0.09090909090909091,9,PI
614854,B,0.04040404040404041,4,PI
614452,non-B,0.1919191919191919,19,PI
81785,B_divergent,0.050505050505050504,5,PI
81786,non-B,0.10101010101010101,10,PI
81784,B,0.030303030303030304,3,PI
112466,non-B,0.13131313131313133,13,PI
45072,non-B,0.13131313131313133,13,PI
45071,non-B,0.13131313131313133,13,PI
52822,B_divergent,0.08080808080808081,8,PI
112502,non-B,0.1414141414141414,14,PI
61093,B,0.0,0,PI
61151,B,0.010101010101010102,1,PI
66674,non-B,0.10101010101010101,10,PI
216633,B,0.030303030303030304,3,PI
81879,B_divergent,0.0707070707070707,7,PI
145697,B_divergent,0.06060606060606061,6,PI
44082,B_divergent,0.050505050505050504,5,PI
44096,B,0.020202020202020204,2,PI
59254,non-B,0.1111111111111111,11,PI
115057,non-B,0.1414141414141414,14,PI
73556,non-B,0.15151515151515152,15,PI
109452,non-B,0.10101010101010101,10,PI
117137,non-B,0.1414141414141414,14,PI
75130,B,0.010101010101010102,1,PI
615058,B,0.04040404040404041,4,PI
40136,B_divergent,0.0707070707070707,7,PI
116918,non-B,0.1414141414141414,14,PI
112441,non-B,0.12121212121212122,12,PI
148115,B,0.030303030303030304,3,PI
109157,B,0.030303030303030304,3,PI
12676,B_divergent,0.08080808080808081,8,PI
143461,non-B,0.12121212121212122,12,PI
26092,B_divergent,0.06060606060606061,6,PI
615482,non-B,0.13131313131313133,13,PI
117019,B,0.030303030303030304,3,PI
257931,non-B,0.13131313131313133,13,PI
615268,non-B,0.12121212121212122,12,PI
81839,B,0.030303030303030304,3,PI
98595,B_divergent,0.06060606060606061,6,PI
66680,non-B,0.12121212121212122,12,PI
187129,B_divergent,0.09090909090909091,9,PI
65091,B,0.030303030303030304,3,PI
90020,non-B,0.18181818181818182,18,PI
615240,B_divergent,0.08080808080808081,8,PI
53515,B_divergent,0.09090909090909091,9,PI
53517,non-B,0.1111111111111111,11,PI
614774,B_divergent,0.06060606060606061,6,PI
12714,non-B,0.10101010101010101,10,PI
235687,B_divergent,0.08080808080808081,8,PI
50807,B,0.030303030303030304,3,PI
112490,B_divergent,0.09090909090909091,9,PI
9490,B_divergent,0.06060606060606061,6,PI
44046,B,0.020202020202020204,2,PI
615500,B,0.020202020202020204,2,PI
109400,B_divergent,0.050505050505050504,5,PI
46693,B,0.04040404040404041,4,PI
10855,non-B,0.1111111111111111,11,PI
148009,B,0.04040404040404041,4,PI
615524,B_divergent,0.0707070707070707,7,PI
47989,B_divergent,0.09090909090909091,9,PI
112486,non-B,0.15151515151515152,15,PI
11954,B_divergent,0.06060606060606061,6,PI
65007,B,0.010101010101010102,1,PI
44042,B,0.010101010101010102,1,PI
109404,B,0.030303030303030304,3,PI
615108,B_divergent,0.050505050505050504,5,PI
615110,non-B,0.1414141414141414,14,PI
80986,non-B,0.12121212121212122,12,PI
27466,B_divergent,0.09090909090909091,9,PI
27465,B_divergent,0.0707070707070707,7,PI
159116,non-B,0.13131313131313133,13,PI
81811,non-B,0.12121212121212122,12,PI
55938,non-B,0.16161616161616163,16,PI
143486,non-B,0.21212121212121213,21,PI
103067,non-B,0.18181818181818182,18,PI
86742,non-B,0.23232323232323232,23,PI
614550,B_divergent,0.050505050505050504,5,PI
68137,B,0.04040404040404041,4,PI
41012,B,0.030303030303030304,3,PI
73699,B_divergent,0.08080808080808081,8,PI
102993,non-B,0.20202020202020202,20,PI
61439,B_divergent,0.050505050505050504,5,PI
57096,B,0.04040404040404041,4,PI
75098,B_divergent,0.09090909090909091,9,PI
38766,non-B,0.1414141414141414,14,PI
7393,B_divergent,0.09090909090909091,9,PI
117146,B_divergent,0.08080808080808081,8,PI
12930,B_divergent,0.09090909090909091,9,PI
148031,B,0.04040404040404041,4,PI
206417,B,0.010101010101010102,1,PI
116517,non-B,0.1111111111111111,11,PI
38822,B_divergent,0.050505050505050504,5,PI
89942,non-B,0.18181818181818182,18,PI
257959,B,0.04040404040404041,4,PI
26112,B,0.020202020202020204,2,PI
27086,B_divergent,0.050505050505050504,5,PI
614894,non-B,0.25252525252525254,25,PI
9431,B_divergent,0.0707070707070707,7,PI
615424,non-B,0.1919191919191919,19,PI
61155,B_divergent,0.0707070707070707,7,PI
38826,B_divergent,0.06060606060606061,6,PI
216629,B_divergent,0.06060606060606061,6,PI
112922,non-B,0.15151515151515152,15,PI
614510,B,0.04040404040404041,4,PI
206423,B_divergent,0.08080808080808081,8,PI
38762,non-B,0.1111111111111111,11,PI
56746,B_divergent,0.08080808080808081,8,PI
148011,B,0.030303030303030304,3,PI
12934,B,0.030303030303030304,3,PI
614626,B,0.030303030303030304,3,PI
615322,non-B,0.15151515151515152,15,PI
46697,non-B,0.1111111111111111,11,PI
98600,B_divergent,0.06060606060606061,6,PI
112443,non-B,0.1919191919191919,19,PI
112445,non-B,0.1919191919191919,19,PI
27908,B,0.030303030303030304,3,PI
187165,B_divergent,0.050505050505050504,5,PI
5221,B,0.04040404040404041,4,PI
13254,B_divergent,0.08080808080808081,8,PI
259199,B_divergent,0.06060606060606061,6,PI
56170,non-B,0.1111111111111111,11,PI
8188,B_divergent,0.09090909090909091,9,PI
59374,non-B,0.1414141414141414,14,PI
68072,B_divergent,0.09090909090909091,9,PI
68073,non-B,0.1414141414141414,14,PI
98020,non-B,0.1111111111111111,11,PI
615204,non-B,0.20202020202020202,20,PI
10558,B_divergent,0.08080808080808081,8,PI
89034,B,0.04040404040404041,4,PI
109394,B_divergent,0.06060606060606061,6,PI
614640,non-B,0.1111111111111111,11,PI
148029,B_divergent,0.0707070707070707,7,PI
29046,B_divergent,0.0707070707070707,7,PI
55847,B_divergent,0.0707070707070707,7,PI
38908,B_divergent,0.06060606060606061,6,PI
614968,B_divergent,0.09090909090909091,9,PI
148099,B_divergent,0.050505050505050504,5,PI
66670,B_divergent,0.050505050505050504,5,PI
614674,B,0.0,0,PI
65021,B,0.04040404040404041,4,PI
98598,B_divergent,0.050505050505050504,5,PI
10286,B,0.020202020202020204,2,PI
615284,non-B,0.1919191919191919,19,PI
68133,B_divergent,0.09090909090909091,9,PI
614756,non-B,0.1111111111111111,11,PI
145711,B,0.020202020202020204,2,PI
206433,B,0.010101010101010102,1,PI
112926,B_divergent,0.09090909090909091,9,PI
206427,B,0.04040404040404041,4,PI
259177,B,0.04040404040404041,4,PI
26084,non-B,0.1111111111111111,11,PI
13240,B_divergent,0.050505050505050504,5,PI
614950,B,0.010101010101010102,1,PI
16397,B,0.030303030303030304,3,PI
112859,non-B,0.15151515151515152,15,PI
75060,B_divergent,0.050505050505050504,5,PI
197100,B,0.020202020202020204,2,PI
614830,non-B,0.1919191919191919,19,PI
54185,B_divergent,0.08080808080808081,8,PI
61440,non-B,0.13131313131313133,13,PI
205632,non-B,0.1414141414141414,14,PI
112592,non-B,0.16161616161616163,16,PI
116999,non-B,0.1111111111111111,11,PI
89976,B_divergent,0.08080808080808081,8,PI
12156,B_divergent,0.08080808080808081,8,PI
615434,B,0.030303030303030304,3,PI
615436,non-B,0.12121212121212122,12,PI
614524,B,0.030303030303030304,3,PI
81000,non-B,0.13131313131313133,13,PI
187183,non-B,0.12121212121212122,12,PI
207301,B,0.030303030303030304,3,PI
46184,B_divergent,0.06060606060606061,6,PI
615252,non-B,0.1717171717171717,17,PI
122875,B_divergent,0.09090909090909091,9,PI
259215,B_divergent,0.050505050505050504,5,PI
68352,B_divergent,0.09090909090909091,9,PI
44066,B,0.04040404040404041,4,PI
112413,non-B,0.15151515151515152,15,PI
615216,non-B,0.12121212121212122,12,PI
614790,B_divergent,0.0707070707070707,7,PI
113050,non-B,0.20202020202020202,20,PI
90000,non-B,0.1111111111111111,11,PI
112887,B_divergent,0.09090909090909091,9,PI
615388,B_divergent,0.08080808080808081,8,PI
81855,B,0.030303030303030304,3,PI
66658,non-B,0.10101010101010101,10,PI
66660,non-B,0.15151515151515152,15,PI
64635,B,0.04040404040404041,4,PI
145210,B,0.030303030303030304,3,PI
615286,non-B,0.16161616161616163,16,PI
615448,B,0.030303030303030304,3,PI
257937,non-B,0.1414141414141414,14,PI
64745,B_divergent,0.050505050505050504,5,PI
112387,non-B,0.1414141414141414,14,PI
81821,non-B,0.1111111111111111,11,PI
98604,B_divergent,0.08080808080808081,8,PI
615016,B_divergent,0.0707070707070707,7,PI
614714,non-B,0.18181818181818182,18,PI
614642,non-B,0.1717171717171717,17,PI
61131,non-B,0.1414141414141414,14,PI
56172,B_divergent,0.050505050505050504,5,PI
44062,B,0.020202020202020204,2,PI
64929,B,0.030303030303030304,3,PI
216653,B,0.020202020202020204,2,PI
109472,B_divergent,0.0707070707070707,7,PI
81893,non-B,0.13131313131313133,13,PI
81004,B_divergent,0.09090909090909091,9,PI
27090,B,0.04040404040404041,4,PI
13237,B,0.04040404040404041,4,PI
117133,non-B,0.24242424242424243,24,PI
117097,B,0.030303030303030304,3,PI
90032,non-B,0.10101010101010101,10,PI
